date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2022209,2022-07-28,MOD21A2,LST_Day_1KM,296.4600,311.6600,290463.4688,15.2000,302.2513,6.8786,2.6227,961,961,100.00
A2022217,2022-08-05,MOD21A2,LST_Day_1KM,296.2200,315.3200,291388.4375,19.1000,303.2138,10.9238,3.3051,961,961,100.00
A2022225,2022-08-13,MOD21A2,LST_Day_1KM,291.8400,311.8600,287959.8125,20.0200,303.4350,5.4241,2.3290,961,949,98.75
A2022233,2022-08-21,MOD21A2,LST_Day_1KM,299.0000,310.1600,291204.0312,11.1600,303.0219,3.4101,1.8466,961,961,100.00
A2022241,2022-08-29,MOD21A2,LST_Day_1KM,287.7800,300.4800,255307.3750,12.7000,294.4722,4.7835,2.1871,961,867,90.22
A2022249,2022-09-06,MOD21A2,LST_Day_1KM,290.4600,305.9600,283930.5312,15.5000,296.0694,4.9840,2.2325,961,959,99.79
A2022257,2022-09-14,MOD21A2,LST_Day_1KM,267.6400,287.9400,40171.2773,20.3000,284.9027,6.2082,2.4916,961,141,14.67
A2022265,2022-09-22,MOD21A2,LST_Day_1KM,280.4200,294.0200,199945.3125,13.6000,286.8656,3.0615,1.7497,961,697,72.53
A2022273,2022-09-30,MOD21A2,LST_Day_1KM,287.8200,296.6000,280960.5625,8.7800,292.3627,1.6434,1.2819,961,961,100.00
A2022281,2022-10-08,MOD21A2,LST_Day_1KM,285.7600,293.2400,269163.0938,7.4800,289.1118,1.7328,1.3164,961,931,96.88
A2022297,2022-10-24,MOD21A2,LST_Day_1KM,275.3600,292.9600,278580.2188,17.6000,289.8858,1.0681,1.0335,961,961,100.00
A2022305,2022-11-01,MOD21A2,LST_Day_1KM,282.5600,287.7400,273625.4688,5.1800,284.7299,0.5374,0.7330,961,961,100.00
A2022313,2022-11-09,MOD21A2,LST_Day_1KM,278.9200,284.9800,229783.0000,6.0600,282.2887,1.3276,1.1522,961,814,84.70
A2022321,2022-11-17,MOD21A2,LST_Day_1KM,259.8600,277.8000,194079.3125,17.9400,274.1233,10.4732,3.2362,961,708,73.67
A2022329,2022-11-25,MOD21A2,LST_Day_1KM,272.4200,275.1800,10937.6826,2.7600,273.4421,0.8163,0.9035,961,40,4.16
A2022337,2022-12-03,MOD21A2,LST_Day_1KM,270.5800,278.0200,197824.2500,7.4400,275.5212,1.2696,1.1268,961,718,74.71
A2022345,2022-12-11,MOD21A2,LST_Day_1KM,239.9800,267.4200,126892.8047,27.4400,261.0963,49.7946,7.0565,961,486,50.57
A2022353,2022-12-19,MOD21A2,LST_Day_1KM,262.8800,280.7600,261241.6406,17.8800,274.9912,2.8397,1.6851,961,950,98.86
A2022361,2022-12-27,MOD21A2,LST_Day_1KM,271.8200,277.5000,27093.1426,5.6800,276.4606,0.3747,0.6121,961,98,10.20
